"","Codigo","Sexo","Escuela","Grado","Grupo","EscuelaGradoGrupo","Calificacin","Tareas","LentoXRastreador","Conteo1P","Conteo2P","Conteo3P","ConteoT","Target","Validacin","NumEntrenamientos","ConteoCorrecto","ConteocorrectoyTarget","ConteoCorrecto1213","ConteocorrectoyTarget1213","Niveldeactividad","SonrisayRisa","Placeraltaintensidad","Impulsividad","Aprox","Timidez","Miedo","Malestar","Tristeza","Frustracin","Autotranquilizacion","controlInhibitorio","Placerbajaintensidad","Sensibilidadperceptual","Atencionfoc","distractibilidad","conjuntoatencion","ControlEsforzadocondistractibilidad","AfectoNegativo","ExtraversinSurgency","CESindistractibilidad","Alerta","Orientacion","Conflicto","CEAltosBajos","ANAltosBajos","SurgencyAltosBajos","CESindistracAltosBajos","CEsuperaltosbajos","ANsuperaltosbajos","Sugencysuperaltosbajos","CEsindistracsuperaltosbajos","AlertaAltosBajos","OrientacionAltosBajos","ConflictoAltosNajos","Perfiles","PerfilessinDistractibilidad","NiveldeactividadALTOSBAJOS","SonrisayRisaALTOSBAJOS","PlaceraltaintensidadALTOSBAJOS","ImpulsividadALTOSBAJOS","AproxALTOSBAJOS","TimidezALTOSBAJOS","MiedoALTOSBAJOS","MalestarALTOSBAJOS","TristezaALTOSBAJOS","FrustracinALTOSBAJOS","AutotranquilizacionALTOSBAJOS","controlInhibitorioALTOSBAJOS","PlacerbajaintensidadALTOSBAJOS","SensibilidadperceptualALTOSBAJOS","AtencionfocALTOSBAJOS","distractibilidadALTOSBAJOS","conjuntoatencionALTOSBAJOS","ANT_percentcorrect"
"50",58,"0",1,1,2,"1.1B",9.6,"COMPLETO","",6,9,NA,12,1,NA,2,1,1,1,1,4,4.85,4.92,3.85,4.54,3.38,3.92,4.08,4.58,4,5.15,5.31,5.62,4.92,4.56,3.8,4.29,4.839059829,4.347435897,4.256410256,5.098824786,65,-87.5,98.5,1,1,0,1,NA,NA,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,81.94
"51",59,"0",1,1,2,"1.1B",9.7,"COMPLETO","",6,4,7,13,1,NA,3,1,1,1,1,4.67,4,5.33,4.45,6,4.08,4.5,4.55,4.91,4.69,4,4.85,4.83,6.2,4.67,4.4,4.57,4.989230769,4.529370629,4.756313131,5.136538462,24,29.5,154,1,1,1,1,1,NA,NA,1,0,0,1,3,3,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,68.75
"52",60,"0",1,1,2,"1.1B",9.1,"COMPLETO","",6,8,NA,12,1,NA,2,1,1,1,1,4.2,4.69,3.85,3.62,5.38,4.38,4,3.92,4.5,4,4.15,4.69,5.08,4.27,4.22,3.6,4,4.372836053,4.114102564,4.353846154,4.566045066,23,-52.5,-3.5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,60.42
"53",61,"1",1,1,2,"1.1B",8.9,"COMPLETO","",13,10,8,13,1,NA,3,1,1,1,1,5.36,5.85,5.25,4.23,5,2.77,3.82,4.4,3.25,3.15,4.58,4.69,5.77,5.91,5,4,4.67,5.074125874,3.841072261,4.743298368,5.342657343,1,-17,208,1,0,1,1,1,0,NA,1,0,0,1,2,2,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,83.33
"54",64,"1",1,1,2,"1.1B",8.6,"COMPLETO","",3,5,10,12,1,NA,3,1,1,1,1,4.38,4.62,6.08,4.77,5.31,4.08,4.33,3.09,4.58,4.08,4.85,3.83,4.62,4.67,4.11,4.6,4.29,4.365299145,4.186130536,4.871794872,4.306623932,45,13,41.5,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,81.94
"55",66,"0",1,1,2,"1.1B",9.6,"COMPLETO","",11,NA,NA,12,1,NA,1,1,1,1,1,4.08,4.75,4.85,3.69,5.08,4.17,5.17,5.33,5,4.38,4.85,4.46,5.54,5.4,5.44,3.8,4.86,4.928888889,4.946153846,4.43482906,5.211111111,-61,49,58,1,1,0,1,NA,1,NA,1,0,1,0,3,3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,87.5
"56",67,"1",1,1,2,"1.1B",7.3,"COMPLETO","",10,NA,NA,16,0,1,1,0,0,0,0,6.08,5.54,5.75,4.45,6.31,1.77,5.18,3.5,4.55,4.77,4.17,2.58,4.17,5.3,2.89,2.8,2.86,3.547777778,4.432634033,4.982808858,3.734722222,-44.5,152,525.5,0,1,1,0,0,NA,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,72.22
"57",68,"0",1,1,2,"1.1B",9.7,"COMPLETO","",8,NA,NA,12,0,1,1,1,0,1,0,5.58,5.23,6,4.46,5.15,3.83,3.42,3.25,3.58,4.23,5.15,4.77,5.58,4.08,4.67,3.2,4.14,4.460512821,3.926923077,5.043803419,4.775641026,80.5,38,-59,0,0,1,0,NA,0,1,NA,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,84.03
"58",69,"0",1,1,2,"1.1B",9.8,"COMPLETO","",8,NA,NA,15,1,NA,1,0,0,0,0,5.15,5.54,4.54,3.31,6.23,5.31,5.75,2.82,3.75,4.31,4.62,5.38,5.54,6.17,5.78,4.6,5.36,5.493504274,4.248251748,5.012820513,5.716880342,133.5,-28.5,225,1,0,1,1,1,NA,1,1,1,0,1,2,2,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,56.94
"59",72,"1",1,1,2,"1.1B",10,"COMPLETO","",5,8,NA,10,0,1,2,0,0,0,0,4.08,5.15,3.69,4.54,5.08,1.69,4,4.64,3.27,3.42,5.31,5.42,5.69,5.27,5.56,4.2,5.07,5.227451437,4.126689977,4.038461538,5.484314297,108.5,-7.5,39.5,1,0,0,1,1,NA,0,1,1,0,0,2,2,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,93.06
"60",73,"1",1,1,2,"1.1B",7.5,"COMPLETO","",10,NA,NA,11,1,NA,1,1,1,0,0,4.77,5.38,5.92,4.54,5.23,2.77,4.08,5.17,4.5,5.31,4.23,3.85,5.54,4.83,4,3,3.64,4.243589744,4.657692308,4.769230769,4.554487179,21,78,442,0,1,1,0,0,1,NA,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,88.19
"61",76,"0",1,1,3,"1.1C",9.5,"COMPLETO","",10,NA,NA,12,1,NA,1,1,1,1,1,5.25,4.3,5.55,4.45,6,4.45,3.45,3.9,5.08,4.83,4.82,5,5.82,4.82,4.5,5,4.67,5.027272727,4.417878788,5.000757576,5.034090909,24,94,3,1,1,1,1,1,NA,1,1,0,1,0,3,3,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,81.94
"62",77,"1",1,1,3,"1.1C",9.9,"COMPLETO","",8,8,NA,12,1,NA,2,1,1,1,1,3.82,5.17,5.86,4.13,5.42,4,4,3.25,4.25,4.25,5.8,5.82,6.09,5,5.4,5.4,5.4,5.541818182,4.31,4.730609668,5.577272727,103,-44,133.5,1,1,1,1,1,NA,NA,1,1,0,1,3,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,96.53
"63",78,"0",1,1,3,"1.1C",8.2,"COMPLETO","",3,4,2,10,1,NA,3,0,0,0,0,4.54,4.85,5.38,4.69,5.31,4,4.17,3.92,4.17,4.31,5.15,5.23,4.67,4.83,4.11,3.4,3.86,4.448376068,4.342307692,4.794871795,4.710470085,39.5,20,-1,0,1,1,0,0,NA,1,NA,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,86.11
"64",80,"0",1,1,3,"1.1C",9.7,"COMPLETO","",5,6,6,12,1,NA,3,1,1,1,1,3.62,4.83,3.92,3.62,5,4.23,4.09,4.42,4,4.08,5.15,5.17,5.67,4.45,4.56,5,4.71,4.968686869,4.347668998,4.202991453,4.960858586,89,30.5,157,1,1,0,1,1,NA,0,NA,1,0,1,3,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,95.14
"65",81,"0",1,1,3,"1.1C",8.8,"Falta Gorila y ANT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.69,4.38,4.92,5,4,3.5,4.5,3.75,5,4,3.23,4.62,3.58,2.78,5.4,3.71,3.921452991,4.15,4.5,3.551816239,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,95.14
"66",82,"0",1,1,3,"1.1C",8.9,"COMPLETO","",5,7,NA,12,0,1,2,1,0,1,0,3.77,4.69,4.62,3.85,5.31,5.69,4,4.17,4.42,4.15,4.23,4.46,6.08,5,4.89,4.6,4.79,5.005470085,4.193589744,4.653846154,5.106837607,75.5,15,44.5,1,0,1,1,1,NA,NA,1,1,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,68.75
"67",84,"0",1,1,3,"1.1C",8.2,"COMPLETO","",8,NA,NA,14,1,NA,1,1,1,0,0,3.77,4.15,4.82,4.31,4.38,3.38,3.91,4.08,4.25,3.69,4.46,4.25,4.38,3.92,4.13,3.6,3.92,4.05525641,4.079254079,4.136363636,4.169070513,-6.5,41,166.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.28
"68",85,"0",1,1,3,"1.1C",9,"COMPLETO","",5,9,NA,13,1,NA,2,1,1,1,1,4,4.11,5.08,4.45,2.79,3.77,3.44,4.1,4.25,4.3,4.36,4,4.64,4.18,4.6,4.33,4.5,4.35030303,4.091616162,4.034615725,4.354545455,88,72,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,91.67
"69",86,"0",1,1,3,"1.1C",9.6,"COMPLETO","",8,NA,NA,11,1,NA,1,1,1,0,0,5.15,5.15,5.15,4.67,5.08,3.92,4.42,5.5,4.75,6.23,3.23,4.38,5.75,5.08,4.67,3.2,4.14,4.616923077,4.825641026,4.854700855,4.971153846,-43.5,43,283,0,1,1,1,NA,1,1,NA,0,1,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,56.94
"70",87,"1",1,1,3,"1.1C",9.3,"COMPLETO","",16,8,NA,10,1,NA,2,0,0,0,0,4.08,4.92,4,3.85,5.31,3.31,5.58,4,4.25,5.08,4.38,4.15,5.31,5.25,4.44,3.8,4.21,4.591196581,4.658974359,4.243589744,4.788995726,40,107,81,0,1,0,0,NA,1,0,NA,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,73.61
"71",88,"1",1,1,3,"1.1C",8.5,"COMPLETO","",6,9,NA,12,1,NA,2,1,1,1,1,4.85,5,3.58,4.77,5.54,4.92,6.08,5.42,4.75,5.23,4.58,3.67,4.17,4.75,3.22,4.6,3.71,4.081111111,5.212820513,4.776709402,3.951388889,35,40.5,132.5,0,1,1,0,0,1,NA,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,87.5
"72",90,"0",1,1,3,"1.1C",9,"COMPLETO","",6,5,NA,12,1,NA,3,1,1,1,1,3.92,5.62,5,4.08,6.31,2,3.27,3.5,3.67,3.31,5.67,5.82,6.08,5.5,4.33,3.6,4.07,5.065687646,3.882750583,4.487179487,5.432109557,7.5,111.5,68.5,1,0,0,1,1,0,NA,1,0,1,0,2,2,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,91.67
"73",91,"0",1,1,3,"1.1C",9.8,"COMPLETO","",5,7,NA,11,0,1,2,1,0,0,0,4.92,4.69,3.92,4.33,5.17,3.08,5.45,3.42,4.09,3.25,4.83,5.08,6.09,5.3,5.25,5,5.17,5.344848485,4.209090909,4.351495726,5.431060606,-131.5,-35,186.5,1,0,0,1,1,NA,0,1,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,52.78
"74",93,"0",1,1,3,"1.1C",9.1,"COMPLETO","",8,NA,NA,12,0,1,1,1,0,1,0,4.15,4.77,4.15,3.23,4.46,4.77,4,3.67,4.33,3.15,5.08,4.77,4.77,4.33,5.56,5.2,5.43,4.925470085,4.046153846,4.256410256,4.856837607,104,-18.5,23.5,1,0,0,1,NA,0,0,NA,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,85.42
"75",94,"1",1,1,3,"1.1C",9,"COMPLETO","",9,NA,NA,11,1,NA,1,1,1,0,0,4.77,5.69,5.54,4.69,5,2.62,4.64,3.58,4.08,4.85,4.69,3.58,5.15,4.82,3.44,5.2,4.07,4.43996115,4.368298368,4.717948718,4.249951437,5,13,176,0,1,1,0,0,NA,NA,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,87.5
"76",101,"1",1,1,3,"1.1C",9.5,"COMPLETO","",3,6,7,6,1,NA,3,0,0,0,0,4.17,4.77,3.85,4.69,4.77,4.46,4.5,4.42,3.92,3,5.23,4.92,5.23,4.42,4.89,3.8,4.5,4.651880342,4.212820513,4.450854701,4.864850427,73.5,6.5,70.5,0,0,0,1,NA,NA,NA,NA,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,69.44
"77",102,"0",1,1,3,"1.1C",9.2,"COMPLETO","",6,9,NA,12,0,1,2,1,0,1,0,4.38,5.69,5.15,4.38,4.92,4.15,4.42,3.92,4.25,5.46,4.15,4.54,5.54,5,4,3.2,3.71,4.455384615,4.43974359,4.782051282,4.769230769,42,81.5,-41,0,1,1,0,NA,NA,NA,NA,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,79.17
"78",104,"0",1,1,3,"1.1C",8.4,"COMPLETO","",8,NA,NA,12,1,NA,1,1,1,1,1,5.33,4.85,5.15,3,5.77,6.23,3,2.67,4.17,3.92,5.62,4.77,4.85,5.5,1,4.6,2.29,4.143076923,3.874358974,5.055555556,4.028846154,21.5,42.5,21.5,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,81.25
"79",106,"1",1,1,3,"1.1C",9.1,"COMPLETO","",6,6,NA,8,1,NA,2,0,0,0,0,3.92,4.46,5.08,3.23,5.23,3.54,4.5,4.5,4.25,3.38,4.69,4.77,5.15,4.5,4.44,4.5,4.46,4.673504274,4.265384615,4.243589744,4.716880342,105,113,167,0,0,0,0,NA,NA,0,NA,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,82.64
"80",107,"0",1,1,3,"1.1C",8.2,"COMPLETO","",9,NA,NA,12,1,NA,1,1,1,1,1,4.69,3.92,5.08,4.15,4.62,4.15,3.75,4.25,4.17,4.85,4.38,5,4,4.73,3.78,4.2,3.93,4.341010101,4.279487179,4.435897436,4.376262626,99,3,167.5,0,0,0,0,0,NA,NA,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,82.64
"81",109,"0",1,1,3,"1.1C",9.3,"COMPLETO","",8,NA,NA,12,1,NA,1,1,1,1,1,5.23,5.15,5.85,4.92,4.15,1.77,3.25,2.42,2.42,2.92,5.15,4.31,5.77,4.83,4.22,4.2,4.21,4.666495726,3.232051282,4.512820513,4.783119658,-84.5,1,59.5,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,54.17
"82",111,"0",1,1,3,"1.1C",9.7,"COMPLETO","",8,NA,NA,12,0,1,1,1,0,1,0,4.69,5.77,6.38,4.38,5.54,2.92,2.25,2.83,3.5,3.77,5.85,6.46,5.62,6.45,6.11,3.6,5.21,5.648515929,3.63974359,4.948717949,6.160644911,-102,164.5,-56,1,0,1,1,1,0,1,1,0,1,0,2,2,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,88.19
"83",113,"1",1,2,4,"1.2A",8.9,"COMPLETO","X",9,NA,NA,12,1,NA,1,1,1,1,1,4.46,4.62,5.54,3.92,5.62,3.08,3.17,2.58,3.33,3.92,5.62,5.23,5.75,4.67,4.89,4.4,4.71,4.987264957,3.724358974,4.538461538,5.134081197,76.5,85.5,219,1,0,0,1,1,0,NA,1,1,1,1,2,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,91.67
"84",116,"1",1,2,4,"1.2A",9,"COMPLETO","",9,NA,NA,12,1,NA,1,1,1,1,1,5.08,5.46,5.23,4.38,5.46,3.23,4.17,3.25,4.67,4.77,4.15,3.77,5.62,4.67,3.78,5.2,4.29,4.605811966,4.201282051,4.807692308,4.457264957,44,67,28.5,0,0,1,0,NA,NA,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,95.83
"85",122,"0",1,2,4,"1.2A",9.8,"COMPLETO","",7,NA,NA,13,0,1,1,1,0,1,0,6,4.85,5.31,4.69,6.08,3.85,5,2.58,3.5,4.08,4.54,4.85,4.54,5.17,5.11,5.4,5.21,5.012478632,3.93974359,5.128205128,4.915598291,157.5,84,137,1,0,1,1,1,0,1,NA,1,1,1,2,2,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,91.67
"86",124,"0",1,2,4,"1.2A",9.4,"COMPLETO","X",8,NA,NA,12,1,NA,1,1,1,1,1,3.31,4.92,5.31,4.38,5.62,1.85,5.5,3.58,4.83,3.85,5.92,5.85,5.77,5.5,4.78,5.8,5.14,5.538632479,4.737179487,4.230769231,5.473290598,29,10.5,143,1,1,0,1,1,1,0,1,0,0,1,3,3,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,88.89
"87",125,"1",1,2,4,"1.2A",8.4,"Falta Gorila y ANT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,5,5.85,5.31,5.85,3.15,2.92,4.17,3.75,3.77,4.77,4.08,4.69,4.75,4.67,5,4.79,4.637179487,3.874358974,5.038461538,4.546474359,NA,NA,NA,0,0,1,0,NA,0,1,0,NA,NA,NA,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,NA
"88",129,"0",1,2,4,"1.2A",8.6,"COMPLETO","",9,NA,NA,14,0,1,1,1,0,0,0,4.15,3.69,3.15,3.62,4.38,3.08,3.58,4.25,3.58,2.46,4.62,4.69,5.08,5.08,4.44,4.4,4.43,4.739401709,3.698717949,3.679487179,4.824252137,160.5,84,211.5,1,0,0,0,NA,0,0,NA,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,63.19
"89",130,"1",1,2,4,"1.2A",8.6,"Falta Gorila y ANT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,3.83,3.92,4.33,4.27,4.58,4.27,4.73,4.17,4.18,3.92,3.83,4.31,4.73,3,4.2,3.46,4.013659674,4.254312354,4.050505051,3.967074592,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
"90",131,"0",1,2,4,"1.2A",8.5,"COMPLETO","",13,9,NA,13,1,NA,2,1,1,1,1,4.38,3.92,4.08,4.08,4.38,3.23,3.92,4.25,3.75,4.08,3.69,4.25,4.42,4.67,3.78,4.2,3.93,4.262222222,3.937179487,4.013888889,4.277777778,-34.5,37.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.06
"91",133,"1",1,2,4,"1.2A",9.6,"COMPLETO","Pr‡ctica 5 veces",14,16,9,12,1,NA,3,1,1,1,1,5.31,5.77,5.77,5.69,6.38,1.46,2.5,1.83,4,3.15,5.92,6.38,5,6.25,5.44,5,5.29,5.615811966,3.482051282,5.064102564,5.769764957,11.5,121,53,1,0,1,1,1,0,1,1,0,1,0,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,95.14
"92",134,"1",1,2,4,"1.2A",7.6,"COMPLETO","",3,24,15,19,0,1,3,0,0,0,0,4.77,5.08,3.85,3.92,4.23,3.31,4.25,3.42,3.5,3,4.69,3.92,4.46,3.83,3.44,4.8,3.93,4.092478632,3.771794872,4.192307692,3.915598291,32.5,42,138,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,81.94
"93",135,"1",1,2,4,"1.2A",7.3,"COMPLETO","",9,NA,NA,12,1,NA,1,1,1,1,1,4.54,5.38,5,4.38,5.54,3.31,4.5,4.17,3.17,4.15,5.31,4.62,4.92,5.25,4.89,4.8,4.86,4.895470085,4.258974359,4.692307692,4.919337607,143,-36,30,1,0,1,1,NA,NA,NA,NA,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,95.14
"94",136,"1",1,2,4,"1.2A",7.6,"Falta Gorila y ANT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,4.54,5.62,4.92,6.46,2.08,4.75,4.75,4.08,4.85,4.67,4.23,4.69,5.42,3.89,4,3.93,4.445726496,4.619230769,4.858974359,4.55715812,NA,NA,NA,0,1,1,0,0,1,1,NA,NA,NA,NA,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,NA
"95",138,"1",1,2,4,"1.2A",9.1,"COMPLETO","",5,9,NA,11,1,NA,2,1,1,0,0,5.38,6.46,5.77,5.92,6.15,1.31,3.08,3.18,4.08,3.85,5.31,3.46,5.62,3.83,5.22,3.6,4.64,4.346495726,3.9004662,5.166666667,4.533119658,42.5,84.5,91,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,93.75
"96",140,"1",1,2,4,"1.2A",8.3,"COMPLETO","X",9,NA,NA,12,1,NA,1,1,1,1,1,3.54,4.85,4.85,3.77,5.62,4.54,3.83,3.67,4.5,4.08,3.92,4.92,5.31,5.08,5,4,4.64,4.862820513,4,4.525641026,5.078525641,64,21,159,1,0,0,1,NA,0,NA,1,1,0,1,2,2,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,83.33
"97",141,"0",1,2,4,"1.2A",8.7,"COMPLETO","",3,5,8,12,1,NA,3,1,1,1,1,4.46,4.38,4.46,4.38,5.54,4.15,5.83,4.92,5.25,4.08,4,4.31,4.62,6,3.56,4.6,3.93,4.615726496,4.815384615,4.564102564,4.61965812,165,20,-100.5,0,1,1,0,NA,1,NA,NA,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,93.75
"98",143,"0",1,2,4,"1.2A",9.3,"COMPLETO","",7,NA,NA,12,0,1,1,1,0,1,0,4,4.75,4.58,4.11,5.08,4.62,3.92,3.55,4.57,3.55,3.92,4.25,5.25,4.1,4.56,4.25,4.46,4.481111111,3.899134199,4.522792023,4.538888889,191,65,197.5,0,0,0,0,NA,0,NA,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,81.94
"99",147,"0",1,2,4,"1.2A",9,"Falta Gorila y ANT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,5.46,5.54,5.31,5.77,2.62,3.92,4.83,3.92,4.38,4.85,4.23,5,5.09,4.67,4.4,4.57,4.677668998,4.379487179,5.025641026,4.747086247,NA,NA,NA,0,1,1,0,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,NA
"100",148,"1",1,2,4,"1.2A",7.2,"COMPLETO","",3,9,NA,12,1,NA,2,1,1,1,1,5,5.62,6.62,3.85,5.62,4.38,3.5,3.67,4.92,6.15,3.62,4.08,5.5,6,5,4.2,4.71,4.956666667,4.370512821,5.179487179,5.145833333,60,51.5,90.5,1,1,1,1,NA,NA,1,1,1,1,0,3,3,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,89.58
"101",149,"0",1,2,4,"1.2A",8.4,"COMPLETO","",6,9,NA,11,1,NA,2,1,1,0,0,5.23,4.92,4.62,4.92,5.69,3.54,4.17,3.83,4.67,3.77,4.38,3.62,4.31,4.17,2.78,4,3.21,3.773504274,4.164102564,4.820512821,3.716880342,40,106,112.5,0,0,1,0,0,NA,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,79.86
"102",155,"1",1,2,5,"1.2B",9,"COMPLETO","",7,12,NA,12,0,1,2,1,0,1,0,6.25,5.85,5.73,5.36,6.92,3.83,4.75,5.17,3.63,3.5,5.25,3.42,5.6,4.6,4,3.4,3.79,4.203333333,4.458333333,5.657245532,4.404166667,-29,179.5,125.5,0,1,1,0,0,NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,95.83
"103",156,"1",1,2,5,"1.2B",9.8,"Falta Gorila y ANT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.25,4.17,4.08,5.17,2.17,3.45,2.09,3.09,3.18,6.17,6.08,5.58,4.18,5.38,6.25,5.67,5.49469697,3.596969697,4.305555556,5.305871212,NA,NA,NA,1,0,0,1,1,0,0,1,NA,NA,NA,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,NA
